Comments,CommentID,CommentReply,CommentLike,PublishDate,VideoID,MovieDate,MovieLink,CommentDate,Difference
Would you like side of trailer with this movie?,Ugg2nTY-zKSO_3gCoAEC,0,0,2016-11-24T02:20:17Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
"If you are looking forward to this for any reason, don't watch this. Many spoilers.",UgiX4Z-UH4uGnHgCoAEC,0,0,2016-11-24T02:04:13Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
'Demolition' if it was a feel good family movie?,UggoMDWOS_kGWXgCoAEC,0,0,2016-11-24T01:59:16Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
well...just saw the movie..,Ugg9tNspBGilM3gCoAEC,0,1,2016-11-24T01:58:33Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
Came here just to look at Game of Thrones comments.,UgjWPyETBbAfa3gCoAEC,0,0,2016-11-24T01:56:46Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
"Damn, this looks good.",UggdO5Jyde17iHgCoAEC,0,0,2016-11-24T01:56:41Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
"not planning to watch the movie, but really glad i know whats going if anyones gonna ask me about this movie later in life.",UgjHROxEecdd93gCoAEC,0,4,2016-11-24T01:51:45Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
Welp I just watched the whole movie,Uggg95qQl4_FQngCoAEC,0,0,2016-11-24T01:45:14Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
I'm so proud of Maisie,UgjPe9Sgqb3yqHgCoAEC,0,0,2016-11-24T01:41:53Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
Arya stark,Ugj8qcNQYrQDqHgCoAEC,0,0,2016-11-24T01:26:14Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
Anyone else saw the two characters from Last Man on Earth or is it just me,UgiP-7GR2p_3V3gCoAEC,0,0,2016-11-24T01:05:40Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
Lolz ill just buy her a boat.,Ugj02eIQvmfFfngCoAEC,0,1,2016-11-24T00:28:43Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
aria stark what are doing there? you supposed to go back to winter fall.,UgiL7JF9p_rHp3gCoAEC,3,18,2016-11-24T00:18:24Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
"As soon as jessica beil was being all "" be bold, be different, help the homeless"" I knew she was gon' die.",UghM033X9fxrTngCoAEC,0,0,2016-11-24T00:16:40Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
Aaah maldade mata a mulher do cara D:,Ugit4VH2x90AYHgCoAEC,0,0,2016-11-24T00:09:20Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
A girl must build a ship,Ugj35CAvy0xZongCoAEC,0,0,2016-11-24T00:02:48Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-24,10
That accent was like a Louisiana accent fucked a Texan and that was the outcome,UgjfSBQigPYzjHgCoAEC,0,0,2016-11-23T23:57:45Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Looks bad. el malo,UgjRf57YMjOPI3gCoAEC,0,0,2016-11-23T23:51:00Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Thanks for that 2 and a half minutes movie, it was ok.",UghqEWu209iVWngCoAEC,0,0,2016-11-23T23:32:38Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Bill Purple really likes Jessica Biel doesn't he,Ugjhv0sjsqPMHHgCoAEC,0,0,2016-11-23T23:20:56Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"It's am African accent, Eastern African to be precise.",UghT7s2BUEce7ngCoAEC,0,3,2016-11-23T23:19:08Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
A girl has no name.,UghMmSSK4p3y83gCoAEC,0,0,2016-11-23T22:59:12Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"This looks like someone gave SNL like, 70 grand to make a fake trailer for a dumb movie",Ugg3e6HHoyqFyngCoAEC,0,2,2016-11-23T22:58:35Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Swear she just crossed the narrow sea,Ugg7IkJtyyVDsHgCoAEC,0,0,2016-11-23T22:48:51Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Arya 2.0 ?,UgitAkd5eDsNCHgCoAEC,0,0,2016-11-23T22:45:56Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Maisie's accent was going off and on,Ugj9WxclLF6JfngCoAEC,0,0,2016-11-23T22:43:26Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
They literally showed the entire movie.,UggvE4Vgar4vkngCoAEC,5,316,2016-11-23T22:24:49Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
The north remembers,UggDHoQ7aAUgMXgCoAEC,0,0,2016-11-23T22:20:44Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Wew ""actors"" ""acting"" if you know wot i mean.",UgjS3WPeUqvb2ngCoAEC,0,0,2016-11-23T22:20:24Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
A girl must work on her accent,Ugh4OJgT01C1L3gCoAEC,0,5,2016-11-23T22:18:17Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
[unavoidable game of thrones comment],UgiMRCAijowNCXgCoAEC,0,1,2016-11-23T22:14:43Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
I started crying. jeez,Ugiu7Nr8uoMUJXgCoAEC,0,0,2016-11-23T22:09:01Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
What accent is that?,Ugg6y-78lvplw3gCoAEC,0,0,2016-11-23T22:04:07Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Love Maise Williams...but WTF is that accent.....?,UgjBErsoV4U4cHgCoAEC,0,4,2016-11-23T22:03:17Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"god her fucken accent is horrible in this, sounds retarded",Ugh3f4AbEogxXHgCoAEC,0,0,2016-11-23T22:00:41Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Am I the only one who thought it was an Irish accent for a second. then it just descended into complete cringe,UghDOwOL5fSZm3gCoAEC,2,212,2016-11-23T21:59:09Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
why not just get her a plane ticket to where she wants to go???,UgjlkVV7hwyahngCoAEC,0,3,2016-11-23T21:58:35Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
who ever approved this trailer.. should be fired!,UgjDKC90M3ia9XgCoAEC,0,0,2016-11-23T21:56:01Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
A girl has no accent....,UghI6XkwVBS2hXgCoAEC,0,7,2016-11-23T21:54:42Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Okay... So the wife dies by a car accident but he learns to live with the little girl because his wife would had wanted him to do that... End of movie...,Ugi3dGG88ahplHgCoAEC,0,0,2016-11-23T21:52:57Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Saved $8, saw the whole film in the trailer.",UghYYGTfEdbJTXgCoAEC,0,0,2016-11-23T21:31:28Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Well this looks paint by numbers.,Ugj3yIokXmQYwngCoAEC,0,0,2016-11-23T21:30:42Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Okay, maybe the country girl accent wasn't the best choice for Maisie.",UgjfmPLLFIjngngCoAEC,0,8,2016-11-23T21:08:24Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Well, I watched the whole movie. Thanks out of touch movie execs.",Ugghqyhh-9aENHgCoAEC,0,0,2016-11-23T20:56:37Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Every time Jessica biel  is on screen she has something in her mouth,UginCSgyvNq1pHgCoAEC,0,0,2016-11-23T20:47:39Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"I really like Sudeikis, and it looks like a good movie, but the trailer gave way too much away already, and Maisie Williams accent is not great but shes still relatively new to Hollywood so I'll check it out",UghKqf_jfRIG-HgCoAEC,0,0,2016-11-23T20:46:41Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
these trailers are ruining the movie plot,UghMXVKxmyXFXHgCoAEC,0,3,2016-11-23T20:45:52Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Thanks for showing me the whole movie. I just saved 30+ bucks.,UggN5LjnWAqv3XgCoAEC,0,24,2016-11-23T20:44:15Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"This film is demolition, if you wanna see the good version of this film just watch demolition",Ugg_x0KpVglnD3gCoAEC,0,0,2016-11-23T20:41:42Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
What is that accent supposed to be?,Ugjv0ulvIUhbKngCoAEC,0,0,2016-11-23T20:40:46Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Whats that accent? lol,UghCvDauSqlFKngCoAEC,0,0,2016-11-23T20:33:24Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
This looks terrible,UggSxdAsWMEF0XgCoAEC,0,0,2016-11-23T20:29:39Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Valar moghulis . I'm so excited,Ugjr80VWqlZDQHgCoAEC,0,1,2016-11-23T20:28:06Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
A girl has no name,UgiL95dbSgdCtXgCoAEC,0,0,2016-11-23T20:24:03Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
i feel like i just saw the whole movie,UggAqmZS1sc1_HgCoAEC,0,0,2016-11-23T20:23:48Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
A girl has no name,UggfWbkbAk6bwHgCoAEC,0,0,2016-11-23T20:23:29Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
thats soo gay,UghBwtxTLZRZvHgCoAEC,0,0,2016-11-23T20:20:22Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
But she just crossed the narrow sea...,UghBZvTTrz5wMHgCoAEC,0,32,2016-11-23T20:16:39Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
What accent is that? early 20th century southern US?,UggnqrJ7seZAY3gCoAEC,0,1,2016-11-23T20:15:51Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
What is this accent...? Irish/Texan?,UgjaEUif3ZxzIngCoAEC,7,97,2016-11-23T20:15:01Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Did you just reveal a major spoiler? I mean, you showed his wife's death...",Ugh5k4gliB3H7ngCoAEC,0,9,2016-11-23T20:10:55Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
I saw arya and I was like yoooooooo game of thrones! :D,UgjiaAF9LInj2ngCoAEC,0,0,2016-11-23T20:10:38Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"#DoctorWhoDay
Happy 53 years.",UgiWLn7hpLSxn3gCoAEC,0,0,2016-11-23T20:09:41Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
that accent though...,Ugi5u-Jjb8pl4ngCoAEC,0,0,2016-11-23T20:04:49Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Thanks, I don't need to wait for it until its release, now that you told me the whole thing in one trailer ...",Uggcjj__NZtB2ngCoAEC,0,0,2016-11-23T20:00:04Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Is Maisie Williams really is a bigger name than Jason Sudeikis for it to be her movie ?,UghGbW5CuwpLtHgCoAEC,0,2,2016-11-23T19:56:42Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
well i think i just saw the whole movie !!,UgjCXk_57n2RF3gCoAEC,0,0,2016-11-23T19:54:27Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Maisie doing a Louisiana dialect.  Also, the whole movie in the trailer.",UghWF4mRfKD9MXgCoAEC,0,12,2016-11-23T19:53:34Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
The End.,UghvMljWGRaiVngCoAEC,0,0,2016-11-23T19:52:57Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
What's the point of watching the movie now that the trailer told me everything?,UghU7OeJbNxpTHgCoAEC,0,1,2016-11-23T19:52:04Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
What the hell is that accent????,UgiEXRLc59qMGHgCoAEC,0,11,2016-11-23T19:50:05Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Why is it a problem for the ones who make up trailers to not reveal plot twists. Is this film can't surprise us in the theater when we see jessica's biel character dying. What is the F**king point ?,UgiJzoWGnxYTFXgCoAEC,0,0,2016-11-23T19:49:27Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Thanks, trailer, for showing me the whole movie so now I don't need to go see it.",UghJOozcArD473gCoAEC,0,2,2016-11-23T19:48:32Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"so another get ur shit together movie 
we want a good romatic comedy feel good movie 
life is already sad",UgiFTij83ARY-HgCoAEC,0,3,2016-11-23T19:42:29Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
she dead lul,UghBXYgYtj-2dHgCoAEC,0,0,2016-11-23T19:39:19Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Good movie, wished i could have seen it in the theaters",UggU-aabQFoldngCoAEC,0,0,2016-11-23T19:32:32Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
The accent is horrible,Ugg2FXX9bMpJeXgCoAEC,0,0,2016-11-23T19:32:27Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Well that showed me the entire movie... Looks great but revealed too much, right?",UgjXv0mhma5iEXgCoAEC,0,0,2016-11-23T19:27:15Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Well this looks God awful,UgirtaJTDFD7eXgCoAEC,0,0,2016-11-23T19:25:02Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Well we just watched the whole goddamn film.,UgiTYduMUEh_zXgCoAEC,0,8,2016-11-23T19:23:11Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
This movie was a bit short for my liking but meh,UgjzH_Oap6dU-ngCoAEC,0,2,2016-11-23T19:20:59Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Can people stop mocking the accent, do you honestly know how difficult it is to speak another accent without sounding like your mocking it?",UgjfN0JRNw69BHgCoAEC,0,0,2016-11-23T19:19:48Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"trailer should have stopped at 1:30, I never freaking learn",UgjhIsOOz1tsO3gCoAEC,0,0,2016-11-23T19:15:21Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"if GoT and The Last Man on Earth  made a baby, it'd probably look like that",UgihFrnqxETdfXgCoAEC,0,0,2016-11-23T19:13:36Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"That accent is all over the place.  Unless of course she is SUPPOSED to be a Londoner by way of Arkansas, hearing impediments as a child, and with some Forrest Gump thrown in there because why not.  If so, she nailed it.",UggCzb9gXAJh8ngCoAEC,0,1,2016-11-23T19:06:16Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
This looks so good,Ugh9QqWh60aNd3gCoAEC,0,0,2016-11-23T19:05:39Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
no need to go see this now the trailer pretty much showed the movie,UghWhXDxDSuRCXgCoAEC,0,0,2016-11-23T19:01:07Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
why did they tell us the wife dies!!!! so dumb,UgjxRzrT4q-2lngCoAEC,0,0,2016-11-23T18:58:50Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
the girl has boyfriend now ...,Ugi7CqiHh3NpaHgCoAEC,0,0,2016-11-23T18:56:19Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Her accent is all over the map.,UghfFCpTre2jk3gCoAEC,0,18,2016-11-23T18:54:55Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
well at least I don't need to go see it in theatres now!,UghjsVIR9tX4OngCoAEC,0,0,2016-11-23T18:54:32Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"she putting an effort on her american accent .. but she's not there yet , i wish she kept her british accent ... but that wouldn't make sense evantually !!",UghfNdrKPOBvwHgCoAEC,0,0,2016-11-23T18:50:13Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
A girl is Arya Stark of Winterfell. And she's going home.,UghSj7VQWAoNUngCoAEC,2,18,2016-11-23T18:48:24Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Arya Stark just lost her way to Winterfell.,Ugjn7HSSQuUd9XgCoAEC,0,0,2016-11-23T18:47:18Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
I can't do an American accent. But I can do a horrible Southern twang.,UgjAOHOygFjKyHgCoAEC,0,1,2016-11-23T18:41:12Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
reveal too much,UgiCCxWUN2KteHgCoAEC,0,0,2016-11-23T18:41:06Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
ARYA STARK,UggAuyr5OFE9NHgCoAEC,0,0,2016-11-23T18:39:58Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"That's not a trailer, that's just a short cut of the movie, idiots. And that accent, holy shit.",UggHCb8cF5kCm3gCoAEC,0,0,2016-11-23T18:37:18Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Guess it's very difficult for an actress from Bristol to do American,UghCkebALP8DcXgCoAEC,0,3,2016-11-23T18:36:21Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"I love the new trailer format, back in the day you had to actualy move your ass to the theater to see the movie now you just watch the trailer instead and you know the whole story ^^",UgjrURCLYLSCRHgCoAEC,0,1,2016-11-23T18:35:37Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Valar Morgules,UghSFWHh6___wXgCoAEC,0,0,2016-11-23T18:28:10Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Jessica Biel is still badddd.,Ugh5KUA08WtT23gCoAEC,0,0,2016-11-23T18:22:31Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
well that was a good movie.,UghaXSjGcp5M43gCoAEC,0,12,2016-11-23T18:21:02Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
The accent's bad but at least she tried. It would've been better if they just let her talk in her English accent,UgjMn0khlr8za3gCoAEC,0,1,2016-11-23T18:20:31Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
I can't take this actor serious,UghdHAPehLP3sngCoAEC,0,4,2016-11-23T18:20:07Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
A girl digs in garbage now..,UggqU6FrobX3PHgCoAEC,0,1,2016-11-23T18:18:35Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
So his wife helps him help some homeless girl-then she dies and he has to get over it to continue helping the girl thanks for telling me the whole movie,UgjipIYtP6gDGngCoAEC,0,0,2016-11-23T18:17:23Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"She thinks he is a perv, His wife dies, they build the raft and she doesn't think he's a perv anymore the end.",Ugjn5ed7SkEcQHgCoAEC,0,0,2016-11-23T18:16:10Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
💩💩💩,UggrdU8XuGY3ingCoAEC,0,0,2016-11-23T18:16:09Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Not a fan of the accent,UggTFjmZ4j8e83gCoAEC,0,0,2016-11-23T18:12:46Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Music by Justin Timberlake? What about The Book of Love by Peter Gabriel?,Ugj2PgNTub9CfHgCoAEC,0,0,2016-11-23T18:12:27Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"I wonder if she gets to build it.. oh wait, I saw that she did... can you imagine if the wife died? oh wait... she does... ok, saw the whole thing",UgjG2ZAjAyqO0ngCoAEC,0,0,2016-11-23T18:08:51Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
Music by justin timberlake: I was wondering why it didn't fit and sounds too corny.,Ugg07V0MYZOCx3gCoAEC,0,0,2016-11-23T18:03:06Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"Well, this film will produce zero surprises whatsoever.",UgiMz6oNqJo6a3gCoAEC,0,1,2016-11-23T18:00:16Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
what the heck was that accent,UgiNflTGiX8OMngCoAEC,0,0,2016-11-23T17:59:08Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
"That was a good movie, strong plot points, a bit short though.",UggDkK6iKZeepXgCoAEC,0,0,2016-11-23T17:55:44Z,LkxBS6GGDLs,2016-12-04,https://www.imdb.com/title/tt1330018/?ref_=adv_li_tt,2016-11-23,11
